row_number,row_id,original_name,original_website,source_used,fetch_status,confidence,fields_updated,fields_left_unknown,old_values,new_values,warnings,notes,timestamp_utc
185,185,East Coast Comicon,eastcoastcomicon.com,none,failed,NONE,,start_date;end_date,"{""end_date"": ""TBA"", ""start_date"": ""TBA""}","{""end_date"": ""**"", ""start_date"": ""**""}","start_date: no verifiable candidates | Failed to fetch https://eastcoastcomicon.com: HTTPSConnectionPool(host='eastcoastcomicon.com', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""HTTPSConnection(host='eastcoastcomicon.com', port=443): Failed to resolve 'eastcoastcomicon.com' ([Errno 11001] getaddrinfo failed)"")) | Attempted URL variants: https://eastcoastcomicon.com, https://eastcoastcomicon.com/, https://www.eastcoastcomicon.com/, http://eastcoastcomicon.com/, http://www.eastcoastcomicon.com/ | end_date: no verifiable candidates | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence | website: kept existing value due to insufficient new evidence",,2026-05-08T16:53:54
186,186,Emerald City Comic Con,www.emeraldcitycomiccon.com/,website,ok,NONE,,,{},{},start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence | website: kept existing value due to insufficient new evidence,,2026-05-08T16:53:55
187,187,Fan Expo Boston,fanexpohq.com/fanexpoboston/,website,ok,HIGH,start_date;end_date;year;city;country;website,,"{""city"": ""Boston"", ""country"": ""USA"", ""end_date"": ""June 30"", ""start_date"": ""June 28"", ""website"": ""fanexpohq.com/fanexpoboston/"", ""year"": ""2024""}","{""city"": ""Boston MA"", ""country"": ""US"", ""end_date"": ""2026-08-09"", ""start_date"": ""2026-08-07"", ""website"": ""https://fanexpohq.com/fanexpoboston/"", ""year"": ""2026""}",event_location: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence,,2026-05-08T16:53:55
188,188,FanX,fanxsaltlake.com/,website,ok,NONE,,,{},{},Visible page text: Vague/ambiguous date detected ('Coming Soon'). | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence | website: kept existing value due to insufficient new evidence,,2026-05-08T16:53:56
189,189,Heroes Convention,www.heroesonline.com/heroescon/,website,ok,HIGH,website,,"{""website"": ""www.heroesonline.com/heroescon/""}","{""website"": ""https://www.heroesonline.com/heroescon/""}",Visible page text: Date text contains month words but could not be parsed safely. | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:53:57
190,190,L.A. Comic Con,comicconla.com/,website,ok,NONE,,,{},{},Visible page text: Vague/ambiguous date detected ('Coming Soon'). | Visible page text: Date text contains month words but could not be parsed safely. | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence | website: kept existing value due to insufficient new evidence,,2026-05-08T16:53:57
191,191,MegaCon,fanexpohq.com/megaconorlando/,website,ok,HIGH,start_date;end_date;year;website,,"{""end_date"": ""February 4"", ""start_date"": ""February 1"", ""website"": ""fanexpohq.com/megaconorlando/"", ""year"": ""2024""}","{""end_date"": ""2027-05-23"", ""start_date"": ""2027-05-20"", ""website"": ""https://fanexpohq.com/megaconorlando/"", ""year"": ""2027""}",event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:53:57
192,192,Memphis Comic and Fantasy Convention,memphiscfc.com/,website,ok,HIGH,website,,"{""website"": ""memphiscfc.com/""}","{""website"": ""https://memphiscfc.com/""}",start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:54:04
193,193,Motor City Comic Con,motorcitycomiccon.com/,website,ok,HIGH,website,,"{""website"": ""motorcitycomiccon.com/""}","{""website"": ""https://motorcitycomiccon.com/""}",start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:54:06
194,194,New York Comic Con,www.newyorkcomiccon.com/,website,ok,NONE,,,{},{},start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence | website: kept existing value due to insufficient new evidence,,2026-05-08T16:54:07
195,195,Pensacola Comic Convention,www.pensacolaparacon.com,website,ok,NONE,,,{},{},start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence | website: kept existing value due to insufficient new evidence,,2026-05-08T16:54:08
196,196,Phoenix Fan Fusion,www.phoenixfanfusion.com/,website,ok,HIGH,website,,"{""website"": ""www.phoenixfanfusion.com/""}","{""website"": ""https://www.phoenixfanfusion.com/""}",start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:54:09
197,197,Pittsburgh Comicon,www.steelcitycon.com/,website,ok,HIGH,website,,"{""website"": ""www.steelcitycon.com/""}","{""website"": ""https://www.steelcitycon.com/""}",start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:54:10
198,198,Planet Comicon Kansas City,planetcomicon.com//,website,ok,NONE,,,{},{},Visible page text: Vague/ambiguous date detected ('Coming Soon'). | Visible page text: Vague/ambiguous date detected ('to be announced'). | Visible page text: Vague/ambiguous date detected ('TBD'). | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence | website: kept existing value due to insufficient new evidence,,2026-05-08T16:54:13
199,199,PopCon Indy,popcon.us/,website,ok,HIGH,website,,"{""website"": ""popcon.us/""}","{""website"": ""https://popcon.us/popcon-indy/""}",start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:54:20
200,200,Rhode Island Comic Con,www.ricomiccon.com,website,ok,HIGH,website,,"{""website"": ""www.ricomiccon.com""}","{""website"": ""https://www.ricomiccon.com""}",start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:54:20
201,201,Rose City Comic Con,rosecitycomiccon.com/,website,ok,HIGH,website,,"{""website"": ""rosecitycomiccon.com/""}","{""website"": ""https://rosecitycomiccon.com/""}",Open Graph/meta tags: Date text contains month words but could not be parsed safely. | Visible page text: Date text contains month words but could not be parsed safely. | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:54:21
202,202,San Diego Comic-Con,www.comic-con.org/,website,ok,HIGH,website,,"{""website"": ""www.comic-con.org/""}","{""website"": ""https://www.comic-con.org/""}",start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:54:22
203,203,Silicon Valley Comic Con,siliconsj.com/silicon-2023/,website,ok,HIGH,website,start_date;end_date,"{""end_date"": ""TBA"", ""start_date"": ""TBA"", ""website"": ""siliconsj.com/silicon-2023/""}","{""end_date"": ""**"", ""start_date"": ""**"", ""website"": ""https://siliconsj.com/silicon-2023/""}",Visible page text: Date text contains month words but could not be parsed safely. | start_date: no verifiable candidates | end_date: no verifiable candidates | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:54:24
204,204,Small Press Expo,www.smallpressexpo.com,website,ok,HIGH,website,,"{""website"": ""www.smallpressexpo.com""}","{""website"": ""https://www.smallpressexpo.com/""}",Visible page text: Date text contains month words but could not be parsed safely. | start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:54:25
205,205,STAPLE!,staple-austin.org,website,ok,HIGH,website,start_date;end_date,"{""end_date"": ""TBA"", ""start_date"": ""TBA"", ""website"": ""staple-austin.org""}","{""end_date"": ""**"", ""start_date"": ""**"", ""website"": ""https://staple-austin.org/""}",year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:54:26
206,206,Wizard World Chicago,fanexpohq.com/fanexpochicago/,website,ok,HIGH,start_date;end_date;year;city;country;website,,"{""city"": ""Chicago"", ""country"": ""USA"", ""end_date"": ""August 18"", ""start_date"": ""August 16"", ""website"": ""fanexpohq.com/fanexpochicago/"", ""year"": ""2024""}","{""city"": ""Chicago IL"", ""country"": ""US"", ""end_date"": ""2026-08-16"", ""start_date"": ""2026-08-14"", ""website"": ""https://fanexpohq.com/fanexpochicago/"", ""year"": ""2026""}",event_location: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence,,2026-05-08T16:54:26
207,207,WonderCon,www.comic-con.org/wc/,website,ok,HIGH,website,,"{""website"": ""www.comic-con.org/wc/""}","{""website"": ""https://www.comic-con.org/wc/""}",start_date: kept existing value due to insufficient new evidence | end_date: kept existing value due to insufficient new evidence | year: kept existing value due to insufficient new evidence | event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:54:27
208,208,Fan Expo New Orleans,fanexpohq.com/fanexponeworleans/,website,ok,HIGH,start_date;end_date;year;website,,"{""end_date"": ""January 7"", ""start_date"": ""January 5"", ""website"": ""fanexpohq.com/fanexponeworleans/"", ""year"": ""2024""}","{""end_date"": ""2027-01-10"", ""start_date"": ""2027-01-08"", ""website"": ""https://fanexpohq.com/fanexponeworleans/"", ""year"": ""2027""}",event_location: kept existing value due to insufficient new evidence | city: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence | country: kept existing value due to insufficient new evidence,,2026-05-08T16:54:27
209,209,Fan Expo Portland,fanexpohq.com/fanexpoportland/,website,ok,HIGH,start_date;end_date;year;country;website,,"{""country"": ""USA"", ""end_date"": ""January 14"", ""start_date"": ""January 12"", ""website"": ""fanexpohq.com/fanexpoportland/"", ""year"": ""2024""}","{""country"": ""US"", ""end_date"": ""2027-01-31"", ""start_date"": ""2027-01-29"", ""website"": ""https://fanexpohq.com/fanexpoportland/"", ""year"": ""2027""}",event_location: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence,,2026-05-08T16:54:27
210,210,Fan Expo Cleveland,fanexpohq.com/fanexpocleveland/,website,ok,HIGH,start_date;end_date;year;country;website,,"{""country"": ""USA"", ""end_date"": ""April 14"", ""start_date"": ""April 12"", ""website"": ""fanexpohq.com/fanexpocleveland/"", ""year"": ""2024""}","{""country"": ""US"", ""end_date"": ""2027-03-14"", ""start_date"": ""2027-03-12"", ""website"": ""https://fanexpohq.com/fanexpocleveland/"", ""year"": ""2027""}",event_location: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence,,2026-05-08T16:54:28
211,211,Fan Expo Philadelphia,fanexpohq.com/fanexpophiladelphia/,website,ok,HIGH,start_date;end_date;year;city;country;website,,"{""city"": ""Philadelphia"", ""country"": ""USA"", ""end_date"": ""May 5"", ""start_date"": ""May 3"", ""website"": ""fanexpohq.com/fanexpophiladelphia/"", ""year"": ""2024""}","{""city"": ""Philadelphia PA"", ""country"": ""US"", ""end_date"": ""2026-05-31"", ""start_date"": ""2026-05-29"", ""website"": ""https://fanexpohq.com/fanexpophiladelphia/"", ""year"": ""2026""}",event_location: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence,,2026-05-08T16:54:28
212,212,Fan Expo Chicago,fanexpohq.com/fanexpochicago/,website,ok,HIGH,start_date;end_date;year;city;country;website,,"{""city"": ""Chicago"", ""country"": ""USA"", ""end_date"": ""August 18"", ""start_date"": ""August 16"", ""website"": ""fanexpohq.com/fanexpochicago/"", ""year"": ""2024""}","{""city"": ""Chicago IL"", ""country"": ""US"", ""end_date"": ""2026-08-16"", ""start_date"": ""2026-08-14"", ""website"": ""https://fanexpohq.com/fanexpochicago/"", ""year"": ""2026""}",event_location: kept existing value due to insufficient new evidence | state: kept existing value due to insufficient new evidence | state_abrev: kept existing value due to insufficient new evidence,,2026-05-08T16:54:28
